M_fit_Q1,y_fit_Q1,M_fit_Q2,y_fit_Q2,M_fit_Q3,y_fit_Q3,M_fit_Q4,y_fit_Q4
37068.44552661554,173.66125145806956,37068.313294727326,171.9645486393289,37068.2702796762,173.56946544259063,37068.15739394216,172.52573459233793
37163.60409569334,173.8646676524002,37163.47067182283,172.16692865769778,37163.42828314118,173.77773893061786,37163.31498738131,172.729820698718
37258.76266477115,174.06750776316898,37258.628048918334,172.36875230541065,37258.58628660615,173.98551045343186,37258.47258082046,172.93336410963306
37353.92123384895,174.26976973982096,37353.78542601384,172.57001769439924,37353.74429007113,174.19277871892007,37353.63017425961,173.13636308868175
37449.07980292676,174.47145150176226,37448.94280310935,172.7707229076448,37448.902293536106,174.399542409476,37448.78776769877,173.3388158713298
37544.23837200456,174.6725509383947,37544.100180204856,172.97086599920678,37544.06029700108,174.60580018201068,37543.945361137914,173.54072066493308
37639.39694108236,174.87306590915253,37639.25755730036,173.1704449942529,37639.218300466055,174.8115506679648,37639.10295457707,173.74207564876153
37734.55551016016,175.07299424354042,37734.41493439587,173.36945788909026,37734.37630393104,175.01679247332137,37734.260548016224,173.9428789740247
37829.714079237965,175.27233374117307,37829.57231149138,173.56790265119818,37829.53430739601,175.2215241786186,37829.418141455375,174.14312876389778
37924.872648315766,175.4710821718168,37924.729688586885,173.7657772192623,37924.69231086098,175.425744338964,37924.57573489453,174.34282311354934
38020.03121739358,175.6692372754325,38019.88706568239,173.96307950321017,38019.85031432596,175.62945148404825,38019.73332833368,174.54196009017008
38115.18978647138,175.86679676222047,38115.04444277789,174.15980738424832,38115.00831779094,175.8326441181606,38114.890921772836,174.7405377330029
38210.348355549184,176.0637583126675,38210.2018198734,174.3559587149012,38210.16632125592,176.03532072020414,38210.04851521198,174.93855405337422
38305.506924626985,176.26011957759508,38305.35919696891,174.55153131905115,38305.32432472089,176.23747974371236,38305.20610865114,175.13600703472693
38400.66549370479,176.45587817821018,38400.516574064415,174.7465229919806,38400.48232818587,176.4391196168661,38400.36370209028,175.33289463265427
38495.82406278259,176.65103170615765,38495.67395115992,174.94093150041576,38495.64033165085,176.6402387425115,38495.52129552944,175.52921477493567
38590.9826318604,176.84557772357476,38590.83132825543,175.13475458257193,38590.79833511582,176.84083549817876,38590.678888968585,175.7249653615737
38686.14120093821,177.03951376314782,38685.98870535094,175.32798994820078,38685.95633858079,177.04090823610144,38685.83648240774,175.9201442648328
38781.299770016005,177.23283732817086,38781.14608244644,175.52063527863945,38781.114342045774,177.24045528323717,38780.9940758469,176.1147493292793
38876.458339093806,177.4255458926066,38876.303459541945,175.71268822686147,38876.27234551075,177.43947494128852,38876.151669286046,176.30877837182354
38971.61690817161,177.61763690114952,38971.46083663745,175.90414641752963,38971.43034897572,177.63796548672582,38971.309262725204,176.50222918176308
39066.77547724941,177.80910776929113,39066.61821373296,176.0950074470509,39066.5883524407,177.83592517081,39066.46685616435,176.69509952082788
39161.93404632721,177.99995588338777,39161.77559082847,176.28526888363322,39161.74635590568,178.03335221961703,39161.62444960351,176.88738712322746
39257.09261540503,178.1901786007307,39256.932967923975,176.4749282673445,39256.90435937065,178.2302448340632,39256.78204304265,177.07908969569934
39352.251184482826,178.3797732496183,39352.09034501948,176.66398311017377,39352.06236283563,178.42660118993155,39351.93963648181,177.2702049175598
39447.40975356063,178.56873712943133,39447.24772211499,176.8524308960942,39447.22036630061,178.62241943789937,39447.09722992095,177.460730440756
39542.56832263843,178.75706751071016,39542.40509921049,177.04026908112877,39542.37836976558,178.81769770356695,39542.25482336011,177.65066388992082
39637.72689171623,178.94476163523476,39637.562476306,177.22749509341776,39637.53637323056,179.01243408748735,39637.41241679927,177.84000286242846
